T1,H1,S1,G1,F1,T2,H2,S2,G2,F2,T3,H3,S3,G3,F3,T4,H4,S4,G4,F4,CLASS_LABEL
38.02,60.33,0.0,0.0,0.0,49.0,30.53,0.0,0.0,3036.0,37.67,56.9,0.0,14.0,0.0,40.45,48.3,0.0,15.0,0.0,1.0
52.28,28.62,0.0,16.0,0.0,35.98,51.87,0.0,0.0,0.0,33.39,61.5,0.0,0.0,2004.0,34.22,100.0,0.0,25.0,0.0,1.0
40.64,49.76,0.0,0.0,303.0,41.56,41.44,0.0,0.0,0.0,41.31,44.43,0.0,7.0,0.0,44.19,36.8,0.0,11.0,0.0,1.0
30.49,68.37,0.0,6.0,0.0,30.04,69.2,0.0,0.0,0.0,30.66,66.46,0.0,58.0,0.0,33.08,64.94,0.0,0.0,0.0,0.0
39.94,51.07,0.0,0.0,0.0,39.59,46.29,0.0,0.0,0.0,49.75,31.64,0.0,14.0,2942.0,42.0,43.18,0.0,10.0,0.0,1.0
43.79,42.96,0.0,0.0,0.0,40.21,45.17,0.0,0.0,0.0,42.48,45.77,0.0,11.0,0.0,41.58,44.51,0.0,10.0,0.0,1.0
39.35,53.69,0.0,0.0,0.0,39.07,58.79,0.0,0.0,0.0,34.17,63.6,0.0,50.0,0.0,40.17,44.96,0.0,0.0,0.0,1.0
30.57,68.34,0.0,16.0,0.0,30.19,69.29,0.0,0.0,0.0,30.75,66.38,0.0,55.0,0.0,33.15,64.97,0.0,0.0,0.0,0.0
30.48,68.11,0.0,7.0,0.0,29.99,68.63,0.0,0.0,0.0,30.52,66.52,0.0,51.0,0.0,32.91,64.39,0.0,0.0,0.0,0.0
30.25,68.07,0.0,11.0,0.0,29.81,68.33,0.0,0.0,0.0,30.28,66.83,0.0,55.0,0.0,32.78,64.07,0.0,0.0,0.0,0.0
30.76,68.18,0.0,3.0,0.0,30.53,69.52,0.0,0.0,0.0,31.15,65.62,0.0,54.0,0.0,33.24,65.03,0.0,0.0,0.0,0.0
40.38,50.94,0.0,0.0,999.0,41.37,42.03,0.0,0.0,0.0,41.36,44.64,0.0,5.0,0.0,44.9,35.42,0.0,11.0,0.0,1.0
32.29,73.85,0.0,0.0,0.0,32.47,74.36,0.0,0.0,0.0,41.31,54.34,0.0,48.0,0.76,32.95,70.34,0.0,0.0,0.0,1.0
30.35,67.88,0.0,9.0,0.0,29.88,68.46,0.0,0.0,0.0,30.39,66.56,0.0,51.0,0.0,32.86,64.25,0.0,0.0,0.0,0.0
34.11,57.5,0.0,16.0,0.0,33.29,60.49,0.0,0.0,0.0,34.69,52.31,0.0,14.0,2436.0,39.14,47.75,0.0,82.0,0.0,1.0
30.41,67.74,0.0,10.0,0.0,29.95,68.5,0.0,0.0,0.0,30.4,66.57,0.0,53.0,0.0,32.89,64.29,0.0,0.0,0.0,0.0
47.62,37.92,0.0,0.0,3882.0,40.74,45.36,0.0,0.0,0.0,39.88,51.38,0.0,10.0,0.0,40.94,47.2,0.0,11.0,0.0,1.0
34.61,57.09,0.0,17.0,0.0,38.6,49.88,0.0,0.0,0.0,34.44,55.9,0.0,13.0,0.0,69.9,12.64,0.0,27.0,0.0,1.0
36.46,58.19,0.0,10.0,0.0,49.13,29.38,0.0,49.0,0.0,36.17,55.39,0.0,16.0,3002.0,37.66,49.94,0.0,43.0,0.0,1.0
30.5,68.3,0.0,6.0,0.0,30.04,69.1,0.0,0.0,0.0,30.61,66.47,0.0,54.0,0.0,33.08,64.86,0.0,0.0,0.0,0.0
30.47,68.23,0.0,7.0,0.0,30.03,68.81,0.0,0.0,0.0,30.52,66.61,0.0,57.0,0.0,33.05,64.64,0.0,0.0,0.0,0.0
41.14,48.69,0.0,0.0,0.0,39.68,46.84,0.0,0.0,0.0,47.27,37.16,0.0,16.0,4095.0,41.84,44.2,0.0,11.0,0.0,1.0
30.31,67.96,0.0,10.0,0.0,29.84,68.41,0.0,0.0,0.0,30.35,66.63,0.0,54.0,0.0,32.81,64.19,0.0,0.0,0.0,0.0
29.09,71.44,0.0,0.0,0.0,29.51,68.49,0.0,0.0,0.0,30.19,67.26,0.0,55.0,0.0,32.78,63.8,0.0,0.0,0.0,0.0
39.04,60.5,0.0,0.0,3888.0,33.45,71.4,0.0,0.0,0.0,35.0,60.73,0.0,48.0,0.0,46.38,33.77,0.0,0.0,0.0,1.0
36.06,49.95,0.0,16.0,0.0,35.01,54.56,0.0,0.0,0.0,58.68,18.43,0.0,16.0,2666.0,34.22,100.0,0.0,20.0,0.0,1.0
39.17,55.03,0.0,0.0,0.0,40.73,44.32,0.0,0.0,0.0,40.91,46.01,0.0,5.0,0.0,47.92,31.94,0.0,5.0,0.0,1.0
33.61,56.34,0.0,15.0,0.0,57.6,50.24,0.0,0.0,0.0,33.22,55.96,0.0,31.0,0.0,33.86,17.22,0.0,32.0,0.0,1.0
30.48,68.1,0.0,9.0,0.0,29.99,68.63,0.0,0.0,0.0,30.52,66.52,0.0,53.0,0.0,32.91,64.41,0.0,0.0,0.0,0.0
32.16,69.94,0.0,0.0,0.0,32.37,70.76,0.0,0.0,0.0,31.96,70.03,0.0,49.0,0.0,34.57,60.15,0.0,0.0,0.0,0.0
30.45,68.26,0.0,7.0,0.0,30.05,68.88,0.0,0.0,0.0,30.59,66.47,0.0,58.0,0.0,33.13,64.71,0.0,0.0,0.0,0.0
39.49,59.68,0.0,0.0,1933.0,33.46,71.44,0.0,0.0,0.0,34.98,60.77,0.0,54.0,0.0,46.2,34.01,0.0,0.0,0.0,1.0
30.48,67.87,0.0,7.0,0.0,29.98,68.58,0.0,0.0,0.0,30.48,66.5,0.0,55.0,0.0,32.91,64.37,0.0,0.0,0.0,0.0
33.8,69.61,0.0,0.0,0.0,33.28,71.76,0.0,0.0,0.0,35.75,58.62,0.0,55.0,0.0,51.67,28.34,0.0,0.0,0.0,1.0
28.79,71.9,0.0,0.0,0.0,28.85,68.39,0.0,0.0,0.0,29.24,70.15,0.0,55.0,0.0,31.18,63.68,0.0,0.0,0.0,0.0
30.5,68.25,0.0,6.0,0.0,30.07,69.04,0.0,0.0,0.0,30.64,66.35,0.0,55.0,0.0,33.16,64.84,0.0,0.0,0.0,0.0
46.88,39.64,0.0,0.0,3170.0,41.22,44.4,0.0,0.0,0.0,39.66,51.58,0.0,14.0,0.0,40.78,47.61,0.0,16.0,0.0,1.0
32.46,69.95,0.0,2.0,0.0,32.56,69.97,0.0,0.0,0.0,31.08,73.57,0.0,49.0,0.0,33.36,64.63,0.0,0.0,0.0,0.0
34.17,56.66,0.0,18.0,0.0,33.45,59.64,0.0,0.0,0.0,34.53,53.42,0.0,2.0,2649.0,47.19,34.57,0.0,45.0,0.0,1.0
30.3,67.94,0.0,3.0,0.0,29.82,68.41,0.0,0.0,0.0,30.34,66.65,0.0,58.0,0.0,32.81,64.17,0.0,0.0,0.0,0.0
36.62,59.91,0.0,0.0,0.0,40.6,52.9,0.0,0.0,0.0,33.85,65.32,0.0,48.0,0.0,38.32,49.28,0.0,0.0,0.0,1.0
41.0,49.13,0.0,0.0,0.0,39.67,47.09,0.0,0.0,0.0,47.56,36.62,0.0,14.0,3922.0,41.85,44.18,0.0,11.0,0.0,1.0
30.44,67.75,0.0,9.0,0.0,29.97,68.52,0.0,0.0,0.0,30.4,66.59,0.0,53.0,0.0,32.94,64.31,0.0,0.0,0.0,0.0
28.78,71.72,0.0,0.0,0.0,28.67,68.37,0.0,0.0,0.0,28.98,70.88,0.0,54.0,0.0,30.55,63.63,0.0,0.0,0.0,0.0
33.61,56.34,0.0,10.0,0.0,57.59,50.22,0.0,0.0,0.0,33.23,55.96,0.0,34.0,0.0,33.86,17.22,0.0,31.0,0.0,1.0
40.65,49.78,0.0,0.0,0.0,41.56,41.44,0.0,0.0,0.0,41.31,44.61,0.0,5.0,0.0,44.17,36.96,0.0,7.0,0.0,1.0
30.46,68.18,0.0,9.0,0.0,29.93,68.68,0.0,0.0,0.0,30.52,66.59,0.0,53.0,0.0,32.93,64.51,0.0,0.0,0.0,0.0
47.06,33.81,0.0,16.0,0.0,35.28,54.36,0.0,0.0,0.0,33.08,62.87,0.0,3.0,2676.0,34.22,100.0,0.0,30.0,0.0,1.0
30.48,68.33,0.0,7.0,0.0,30.01,69.13,0.0,0.0,0.0,30.63,66.46,0.0,55.0,0.0,33.08,64.88,0.0,0.0,0.0,0.0
39.31,58.26,0.0,0.0,4031.0,46.9,33.11,0.0,0.0,0.0,38.37,55.83,0.0,16.0,0.0,40.45,48.34,0.0,10.0,0.0,1.0
36.42,48.94,0.0,13.0,0.0,34.91,54.13,0.0,0.0,0.0,59.2,18.06,0.0,5.0,2119.0,34.22,100.0,0.0,26.0,0.0,1.0
37.94,45.58,0.0,16.0,0.0,35.55,53.93,0.0,0.0,0.0,58.63,19.2,0.0,7.0,2034.0,34.22,100.0,0.0,27.0,0.0,1.0
30.45,68.28,0.0,7.0,0.0,30.0,68.92,0.0,0.0,0.0,30.6,66.43,0.0,37.0,0.0,33.05,64.71,0.0,0.0,0.0,0.0
40.34,57.3,0.0,0.0,1012.0,33.47,71.38,0.0,0.0,0.0,34.91,60.97,0.0,48.0,0.0,45.74,34.59,0.0,0.0,0.0,1.0
30.45,68.28,0.0,5.0,0.0,30.04,68.97,0.0,0.0,0.0,30.61,66.41,0.0,55.0,0.0,33.05,64.76,0.0,0.0,0.0,0.0
40.86,55.76,0.0,0.0,3986.0,33.48,71.36,0.0,0.0,0.0,34.87,61.19,0.0,51.0,0.0,45.36,35.2,0.0,0.0,0.0,1.0
30.5,68.35,0.0,6.0,0.0,30.03,69.17,0.0,0.0,0.0,30.65,66.45,0.0,58.0,0.0,33.1,64.9,0.0,0.0,0.0,0.0
39.4,52.89,0.0,0.0,0.0,39.9,45.5,0.0,0.0,0.0,44.52,38.1,0.0,9.0,0.0,45.0,38.36,0.0,0.0,3996.0,1.0
36.04,61.26,0.0,0.0,0.0,44.0,45.9,0.0,0.0,3471.0,33.74,65.46,0.0,48.0,0.0,37.86,50.39,0.0,0.0,0.0,1.0
46.85,39.72,0.0,0.0,3971.0,41.26,44.22,0.0,0.0,0.0,39.65,51.66,0.0,16.0,0.0,40.77,47.61,0.0,19.0,0.0,1.0
37.73,55.29,0.0,11.0,0.0,35.28,52.47,0.0,0.0,0.0,32.77,62.35,0.0,2.0,845.0,34.22,100.0,0.0,27.0,0.0,1.0
40.36,50.98,0.0,0.0,0.0,41.35,42.2,0.0,0.0,0.0,41.36,44.27,0.0,5.0,0.0,44.96,35.31,0.0,9.0,0.0,1.0
30.51,68.14,0.0,7.0,0.0,29.99,68.76,0.0,0.0,0.0,30.53,66.63,0.0,55.0,0.0,32.98,64.56,0.0,0.0,0.0,0.0
33.2,71.6,0.0,0.0,0.0,32.99,72.97,0.0,0.0,0.0,42.46,42.35,0.0,49.0,0.0,47.04,41.07,0.0,0.0,0.0,1.0
47.13,39.1,0.0,0.0,3914.0,41.04,44.4,0.0,0.0,0.0,39.72,51.47,0.0,14.0,0.0,40.82,47.36,0.0,14.0,0.0,1.0
32.22,70.07,0.0,1.0,0.0,32.46,70.94,0.0,0.0,0.0,31.82,71.01,0.0,53.0,0.0,34.4,61.12,0.0,0.0,0.0,0.0
29.05,71.55,0.0,0.0,0.0,29.41,68.48,0.0,0.0,0.0,30.05,67.71,0.0,58.0,0.0,32.59,63.79,0.0,0.0,0.0,0.0
47.19,38.61,0.0,0.0,2042.0,40.99,44.29,0.0,0.0,0.0,39.74,51.28,0.0,16.0,0.0,40.83,47.51,0.0,14.0,0.0,1.0
36.41,57.11,0.0,13.0,0.0,46.55,32.31,0.0,7.0,0.0,36.02,55.01,0.0,15.0,1702.0,34.22,100.0,0.0,78.0,0.0,1.0
33.61,56.23,0.0,16.0,0.0,56.76,49.49,0.0,0.0,0.0,33.29,55.87,0.0,33.0,0.0,33.89,17.34,0.0,34.0,0.0,1.0
37.81,60.96,0.0,0.0,0.0,50.69,28.03,0.0,0.0,3919.0,37.49,56.79,0.0,6.0,0.0,40.32,47.98,0.0,7.0,0.0,1.0
30.49,68.33,0.0,7.0,0.0,30.02,69.11,0.0,0.0,0.0,30.6,66.52,0.0,55.0,0.0,33.1,64.87,0.0,0.0,0.0,0.0
38.99,54.49,0.0,0.0,0.0,40.54,44.22,0.0,0.0,0.0,40.97,45.89,0.0,11.0,0.0,47.89,32.88,0.0,0.0,2133.0,1.0
34.59,56.92,0.0,16.0,0.0,33.66,59.44,0.0,0.0,0.0,34.37,55.41,0.0,10.0,0.0,73.93,10.25,0.0,7.0,182.0,1.0
30.3,67.95,0.0,7.0,0.0,29.82,68.41,0.0,0.0,0.0,30.33,66.65,0.0,51.0,0.0,32.81,64.18,0.0,0.0,0.0,0.0
35.29,62.65,0.0,0.0,0.0,36.74,55.5,0.0,0.0,317.0,33.5,64.7,0.0,13.0,3688.0,37.26,54.18,0.0,28.0,1074.0,1.0
30.44,68.26,0.0,10.0,0.0,30.01,68.9,0.0,0.0,0.0,30.58,66.46,0.0,58.0,0.0,33.08,64.7,0.0,0.0,0.0,0.0
38.99,54.38,0.0,0.0,0.0,40.59,44.01,0.0,0.0,0.0,40.89,45.99,0.0,7.0,0.0,48.05,32.51,0.0,0.0,3389.0,1.0
32.16,69.93,0.0,1.0,0.0,32.37,70.92,0.0,0.0,0.0,31.96,70.01,0.0,48.0,0.0,34.56,60.12,0.0,0.0,0.0,0.0
32.29,73.83,0.0,0.0,0.0,32.47,74.37,0.0,0.0,0.0,41.33,54.18,0.0,51.0,0.77,32.96,70.3,0.0,0.0,0.0,1.0
37.91,45.66,0.0,15.0,0.0,35.55,53.93,0.0,0.0,0.0,58.63,19.15,0.0,7.0,2241.0,34.22,100.0,0.0,29.0,0.0,1.0
30.5,68.12,0.0,7.0,0.0,29.99,68.71,0.0,0.0,0.0,30.53,66.63,0.0,54.0,0.0,32.95,64.51,0.0,0.0,0.0,0.0
32.29,70.1,0.0,0.0,0.0,32.49,70.76,0.0,0.0,0.0,31.63,71.64,0.0,48.0,0.0,34.19,61.9,0.0,0.0,0.0,0.0
30.45,68.28,0.0,6.0,0.0,30.06,68.87,0.0,0.0,0.0,30.6,66.42,0.0,55.0,0.0,33.15,64.71,0.0,0.0,0.0,0.0
28.78,71.73,0.0,0.0,0.0,28.67,68.38,0.0,0.0,0.0,28.99,70.84,0.0,54.0,0.0,30.57,63.63,0.0,0.0,0.0,0.0
34.53,57.04,0.0,11.0,0.0,33.6,59.6,0.0,0.0,0.0,34.4,55.52,0.0,16.0,0.0,76.93,9.64,0.0,25.0,638.0,1.0
30.5,68.38,0.0,5.0,0.0,30.04,69.21,0.0,0.0,0.0,30.66,66.44,0.0,57.0,0.0,33.08,64.93,0.0,0.0,0.0,0.0
35.29,62.57,0.0,0.0,4051.0,36.71,56.44,0.0,0.0,4095.0,33.51,64.64,0.0,14.0,3945.0,37.26,54.08,0.0,27.0,1104.0,1.0
30.48,68.05,0.0,9.0,0.0,30.0,68.61,0.0,0.0,0.0,30.49,66.55,0.0,50.0,0.0,32.92,64.4,0.0,0.0,0.0,0.0
33.55,70.4,0.0,0.0,0.0,33.11,72.2,0.0,0.0,0.0,36.75,55.55,0.0,55.0,0.0,51.5,28.87,0.0,0.0,0.0,1.0
33.7,66.0,0.0,0.0,816.0,32.34,65.08,0.0,0.0,1516.0,31.89,67.88,0.0,3.0,4029.0,35.85,56.93,0.0,29.0,4031.0,1.0
37.94,55.1,0.0,10.0,0.0,35.28,52.35,0.0,0.0,0.0,32.77,62.33,0.0,4.0,1116.0,34.22,100.0,0.0,29.0,0.0,1.0
30.47,67.82,0.0,7.0,0.0,29.97,68.57,0.0,0.0,0.0,30.48,66.49,0.0,54.0,0.0,32.89,64.37,0.0,0.0,0.0,0.0
33.7,69.94,0.0,0.0,0.0,33.21,72.23,0.0,0.0,0.0,36.18,57.3,0.0,53.0,0.0,51.7,29.15,0.0,0.0,512.0,1.0
30.47,67.77,0.0,7.0,0.0,29.97,68.54,0.0,0.0,0.0,30.46,66.47,0.0,55.0,0.0,32.94,64.34,0.0,0.0,0.0,0.0
39.36,53.01,0.0,0.0,0.0,39.94,45.41,0.0,0.0,0.0,44.13,38.69,0.0,13.0,0.0,45.27,38.07,0.0,0.0,3811.0,1.0
30.65,68.29,0.0,0.0,0.0,30.29,69.36,0.0,0.0,0.0,30.86,66.22,0.0,54.0,0.0,33.18,65.01,0.0,0.0,0.0,0.0
32.47,69.91,0.0,0.0,0.0,32.58,69.84,0.0,0.0,0.0,31.06,73.62,0.0,50.0,0.0,33.33,64.78,0.0,0.0,0.0,0.0
30.27,68.04,0.0,9.0,0.0,29.84,68.34,0.0,0.0,0.0,30.35,66.63,0.0,53.0,0.0,32.89,64.06,0.0,0.0,0.0,0.0
30.25,68.07,0.0,7.0,0.0,29.82,68.34,0.0,0.0,0.0,30.29,66.79,0.0,53.0,0.0,32.82,64.08,0.0,0.0,0.0,0.0
34.39,56.63,0.0,17.0,0.0,33.63,59.41,0.0,0.0,0.0,34.44,54.17,0.0,2.0,2575.0,55.34,23.74,0.0,32.0,0.0,1.0
36.46,58.15,0.0,11.0,0.0,49.02,29.7,0.0,53.0,0.0,36.17,55.34,0.0,16.0,3029.0,37.66,49.91,0.0,45.0,0.0,1.0
39.04,54.3,0.0,0.0,0.0,40.36,44.67,0.0,0.0,0.0,41.48,44.68,0.0,13.0,0.0,47.33,34.14,0.0,0.0,1423.0,1.0
30.48,68.11,0.0,8.0,0.0,30.0,68.64,0.0,0.0,0.0,30.53,66.5,0.0,52.0,0.0,32.92,64.44,0.0,0.0,0.0,0.0
45.66,39.88,0.0,0.0,0.0,40.41,45.13,0.0,0.0,0.0,41.41,48.33,0.0,11.0,1312.0,41.37,45.86,0.0,11.0,0.0,1.0
46.9,39.67,0.0,0.0,3367.0,41.21,44.3,0.0,0.0,0.0,39.66,51.53,0.0,16.0,0.0,40.78,47.63,0.0,14.0,0.0,1.0
39.29,54.97,0.0,0.0,0.0,40.77,44.2,0.0,0.0,0.0,41.01,45.92,0.0,5.0,0.0,47.67,32.15,0.0,9.0,0.0,1.0
30.45,68.29,0.0,6.0,0.0,30.0,68.9,0.0,0.0,0.0,30.6,66.42,0.0,54.0,0.0,33.06,64.72,0.0,0.0,0.0,0.0
38.64,61.07,0.0,0.0,550.0,33.44,71.44,0.0,0.0,0.0,35.02,60.69,0.0,50.0,0.0,46.56,33.49,0.0,0.0,0.0,1.0
38.99,54.57,0.0,0.0,0.0,40.61,44.04,0.0,0.0,0.0,40.87,46.15,0.0,14.0,0.0,48.08,32.48,0.0,0.0,1696.0,1.0
39.74,53.21,0.0,0.0,2728.0,40.9,43.9,0.0,0.0,0.0,41.37,45.21,0.0,7.0,0.0,46.6,33.0,0.0,10.0,0.0,1.0
40.62,49.68,0.0,0.0,0.0,41.55,41.49,0.0,0.0,0.0,41.31,44.33,0.0,6.0,0.0,44.22,36.56,0.0,11.0,0.0,1.0
32.59,59.6,0.0,14.0,0.0,72.98,54.11,0.0,109.0,0.0,31.44,62.27,0.0,35.0,0.0,32.93,16.47,0.0,32.0,0.0,1.0
39.01,54.32,0.0,0.0,0.0,40.45,44.33,0.0,0.0,0.0,41.19,44.93,0.0,11.0,0.0,47.62,33.76,0.0,0.0,655.0,1.0
30.37,67.86,0.0,11.0,0.0,29.89,68.48,0.0,0.0,0.0,30.4,66.57,0.0,55.0,0.0,32.88,64.25,0.0,0.0,0.0,0.0
32.24,70.08,0.0,0.0,0.0,32.46,70.67,0.0,0.0,0.0,31.73,71.26,0.0,50.0,0.0,34.29,61.45,0.0,0.0,0.0,0.0
61.78,18.19,0.0,16.0,0.0,36.42,51.47,0.0,0.0,0.0,33.6,61.28,0.0,0.0,2034.0,34.22,100.0,0.0,23.0,0.0,1.0
39.59,52.51,0.0,0.0,0.0,39.78,46.06,0.0,0.0,0.0,46.22,35.65,0.0,13.0,0.0,43.95,40.38,0.0,0.0,3382.0,1.0
30.5,68.19,0.0,7.0,0.0,29.97,68.77,0.0,0.0,0.0,30.54,66.61,0.0,57.0,0.0,32.96,64.59,0.0,0.0,0.0,0.0
36.79,59.5,0.0,0.0,0.0,40.7,53.19,0.0,0.0,0.0,33.88,65.26,0.0,48.0,0.0,38.44,48.97,0.0,0.0,0.0,1.0
34.66,57.08,0.0,16.0,0.0,40.21,46.29,0.0,0.0,0.0,34.37,55.77,0.0,16.0,0.0,67.63,12.88,0.0,26.0,0.0,1.0
30.2,70.72,0.0,0.0,0.0,29.37,69.86,0.0,0.0,0.0,30.01,69.8,0.0,61.0,0.0,32.19,65.04,0.0,0.0,0.0,0.0
39.39,53.1,0.0,13.0,0.0,35.33,52.53,0.0,0.0,0.0,32.79,62.22,0.0,5.0,687.0,34.22,100.0,0.0,27.0,0.0,1.0
39.82,51.8,0.0,0.0,0.0,39.6,46.68,0.0,0.0,0.0,48.91,32.61,0.0,14.0,0.0,42.41,42.79,0.0,0.0,4035.0,1.0
29.12,71.33,0.0,0.0,0.0,29.59,68.48,0.0,0.0,0.0,30.27,66.92,0.0,55.0,0.0,32.95,63.81,0.0,0.0,0.0,0.0
40.64,49.71,0.0,0.0,0.0,41.55,41.44,0.0,0.0,0.0,41.31,44.33,0.0,5.0,0.0,44.2,36.75,0.0,10.0,0.0,1.0
29.12,71.32,0.0,0.0,0.0,29.59,68.49,0.0,0.0,0.0,30.28,66.93,0.0,59.0,0.0,32.95,63.81,0.0,0.0,0.0,0.0
34.5,56.8,0.0,17.0,0.0,33.7,59.58,0.0,0.0,0.0,34.43,55.1,0.0,16.0,0.0,60.29,18.0,0.0,33.0,554.0,1.0
42.63,45.46,0.0,0.0,0.0,39.95,45.87,0.0,0.0,0.0,43.64,43.45,0.0,13.0,4095.0,41.74,44.38,0.0,11.0,0.0,1.0
39.26,53.49,0.0,0.0,0.0,40.06,45.37,0.0,0.0,0.0,43.17,40.91,0.0,13.0,0.0,45.93,37.12,0.0,0.0,2766.0,1.0
35.27,62.14,0.0,1.0,4072.0,39.4,49.87,0.0,0.0,4095.0,34.22,62.3,0.0,16.0,4095.0,37.3,53.0,0.0,33.0,4093.0,1.0
35.85,51.08,0.0,16.0,0.0,34.92,55.59,0.0,0.0,0.0,51.17,24.26,0.0,0.0,1298.0,34.22,100.0,0.0,16.0,0.0,1.0
30.3,67.94,0.0,9.0,0.0,29.84,68.4,0.0,0.0,0.0,30.35,66.64,0.0,54.0,0.0,32.82,64.18,0.0,0.0,0.0,0.0
30.46,68.16,0.0,10.0,0.0,29.93,68.67,0.0,0.0,0.0,30.51,66.63,0.0,54.0,0.0,32.92,64.47,0.0,0.0,0.0,0.0
30.48,68.24,0.0,0.0,0.0,30.03,68.8,0.0,0.0,0.0,30.52,66.61,0.0,55.0,0.0,33.04,64.64,0.0,0.0,0.0,0.0
29.06,69.82,0.0,0.0,0.0,28.65,68.38,0.0,0.0,0.0,28.84,71.15,0.0,53.0,0.0,29.96,63.6,0.0,0.0,0.0,0.0
36.67,59.78,0.0,0.0,0.0,40.63,52.89,0.0,0.0,0.0,33.86,65.3,0.0,47.0,0.0,38.35,49.14,0.0,0.0,0.0,1.0
30.65,68.29,0.0,6.0,0.0,30.29,69.39,0.0,0.0,0.0,30.87,66.21,0.0,59.0,0.0,33.18,65.0,0.0,0.0,0.0,0.0
32.2,70.03,0.0,0.0,0.0,32.44,71.05,0.0,0.0,0.0,31.87,70.62,0.0,48.0,0.0,34.46,60.85,0.0,0.0,0.0,0.0
30.54,68.35,0.0,7.0,0.0,30.16,69.27,0.0,0.0,0.0,30.71,66.44,0.0,57.0,0.0,33.14,64.96,0.0,0.0,0.0,0.0
30.5,68.21,0.0,10.0,0.0,29.98,68.78,0.0,0.0,0.0,30.53,66.64,0.0,38.0,0.0,32.99,64.6,0.0,0.0,0.0,0.0
32.2,70.04,0.0,3.0,0.0,32.44,70.78,0.0,0.0,0.0,31.89,70.63,0.0,51.0,0.0,34.48,60.69,0.0,0.0,0.0,0.0
39.59,52.48,0.0,1.0,0.0,39.77,46.07,0.0,0.0,0.0,46.27,35.55,0.0,10.0,0.0,43.92,40.41,0.0,0.0,2952.0,1.0
32.64,69.55,0.0,0.0,0.0,32.89,68.91,0.0,0.0,0.0,30.71,74.43,0.0,50.0,0.0,32.49,67.08,0.0,0.0,0.0,0.0
30.46,68.27,0.0,9.0,0.0,30.05,68.99,0.0,0.0,0.0,30.62,66.37,0.0,54.0,0.0,33.07,64.78,0.0,0.0,0.0,0.0
44.03,48.65,0.0,0.0,3230.0,43.65,39.17,0.0,0.0,0.0,39.03,53.67,0.0,9.0,0.0,40.54,48.58,0.0,11.0,0.0,1.0
35.84,58.76,0.0,16.0,0.0,35.33,52.92,0.0,0.0,0.0,32.57,63.38,0.0,3.0,1137.0,34.22,100.0,0.0,30.0,0.0,1.0
47.42,38.21,0.0,0.0,3871.0,40.86,44.84,0.0,0.0,0.0,39.82,51.28,0.0,14.0,0.0,40.88,47.42,0.0,12.0,0.0,1.0
32.74,69.45,0.0,0.0,0.0,33.08,68.58,0.0,0.0,0.0,30.57,74.76,0.0,51.0,0.0,31.92,68.48,0.0,0.0,0.0,0.0
30.59,68.36,0.0,5.0,0.0,30.23,69.32,0.0,0.0,0.0,30.79,66.35,0.0,57.0,0.0,33.15,64.99,0.0,0.0,0.0,0.0
35.85,58.67,0.0,10.0,0.0,35.34,53.0,0.0,0.0,0.0,32.58,63.33,0.0,2.0,1167.0,34.22,100.0,0.0,29.0,0.0,1.0
34.36,56.63,0.0,17.0,0.0,33.61,59.29,0.0,0.0,0.0,34.44,53.95,0.0,3.0,2721.0,54.47,24.47,0.0,41.0,0.0,1.0
36.11,49.79,0.0,16.0,0.0,34.99,54.33,0.0,0.0,0.0,59.36,17.83,0.0,1.0,2649.0,34.22,100.0,0.0,27.0,0.0,1.0
28.77,71.76,0.0,0.0,0.0,28.71,68.37,0.0,0.0,0.0,29.04,70.74,0.0,58.0,0.0,30.7,63.63,0.0,0.0,0.0,0.0
29.06,71.52,0.0,0.0,0.0,29.43,68.49,0.0,0.0,0.0,30.1,67.58,0.0,54.0,0.0,32.64,63.8,0.0,0.0,0.0,0.0
32.39,70.11,0.0,0.0,0.0,32.52,70.56,0.0,0.0,0.0,31.29,72.99,0.0,50.0,0.0,33.71,63.68,0.0,6.0,0.0,0.0
32.46,73.42,0.0,0.0,0.0,32.65,73.84,0.0,0.0,0.0,52.41,33.06,0.0,37.0,0.91,33.49,68.84,0.0,0.0,0.0,1.0
30.45,68.32,0.0,7.0,0.0,30.02,68.92,0.0,0.0,0.0,30.59,66.46,0.0,55.0,0.0,33.09,64.75,0.0,0.0,0.0,0.0
32.17,60.49,0.0,13.0,0.0,65.8,55.85,0.0,196.0,0.0,31.04,62.94,0.0,37.0,0.0,32.74,16.3,0.0,35.0,0.0,1.0
37.87,45.79,0.0,16.0,0.0,35.52,53.68,0.0,0.0,0.0,58.64,19.2,0.0,5.0,2927.0,34.22,100.0,0.0,19.0,0.0,1.0
34.49,56.78,0.0,16.0,0.0,33.7,59.39,0.0,0.0,0.0,34.43,55.04,0.0,16.0,0.0,59.6,18.54,0.0,34.0,489.0,1.0
39.95,51.09,0.0,0.0,0.0,39.59,46.3,0.0,0.0,0.0,49.73,31.75,0.0,14.0,4095.0,42.0,43.21,0.0,11.0,0.0,1.0
30.49,68.25,0.0,9.0,0.0,30.01,68.79,0.0,0.0,0.0,30.51,66.68,0.0,58.0,0.0,33.02,64.62,0.0,0.0,0.0,0.0
30.7,68.2,0.0,8.0,0.0,30.38,69.45,0.0,0.0,0.0,31.01,65.86,0.0,55.0,0.0,33.22,65.03,0.0,0.0,0.0,0.0
30.47,68.22,0.0,9.0,0.0,30.03,68.81,0.0,0.0,0.0,30.52,66.61,0.0,53.0,0.0,33.05,64.64,0.0,0.0,0.0,0.0
